model_1001;sentiment.by_day.csv;50;0.2;0;0.0;regressor;-10.271318510616787;2.8017140867521247e-17;168.14273348051248;156.59442855402366;163.58293015273614;170.71137764527626
model_1003;sentiment.by_day.csv;50;0.2;0;0.2;regressor;14.151585088280614;1.6112158259415196e-25;160.16447678792107;159.68134676426956;162.42687066394788;165.07619152241148
model_1005;sentiment.by_day.csv;50;0.2;0;0.3;regressor;11.090262760387791;4.654962803764633e-19;162.0845189684445;161.70970924613403;162.78578402722;163.82881108510125
model_1007;sentiment.by_day.csv;50;0.2;0;0.4;regressor;27.284759760212154;7.47076808190275e-48;162.6260947714147;162.72845899444266;162.8781116437508;163.03695175328207
model_1009;sentiment.by_day.csv;50;0.2;0;0.5;regressor;25.48622917450231;2.774915575009713e-45;162.86360329696814;162.92355692755316;163.01005030604674;163.10238148256676
model_1011;sentiment.by_day.csv;50;0.2;1;0.0;regressor;-12.494984796401285;4.536050633180216e-22;189.655517578125;161.6446787516276;178.1380267079671;192.70499674479166
model_1013;sentiment.by_day.csv;50;0.2;1;0.2;regressor;-4.978808992680025;2.7085609366161347e-06;165.40584309895834;162.6808624267578;164.68868336995445;167.14864603678384
model_1015;sentiment.by_day.csv;50;0.2;1;0.3;regressor;4.415104465306858;2.578800663230653e-05;163.87540181477866;163.0785878499349;164.18417556762697;165.39864603678384
model_1017;sentiment.by_day.csv;50;0.2;1;0.4;regressor;3.832402044900584;0.0002229957245030843;163.79110209147134;163.35385131835938;163.9384883626302;164.60047912597656
model_1019;sentiment.by_day.csv;50;0.2;1;0.5;regressor;1.8972340799525242;0.06071127116334056;164.19119262695312;163.98912811279297;164.2173461786906;164.430908203125
model_101;keyword_word2vec_predictors.by_day.csv;50;0.2;0;0.0;regressor;-3.7344010870489477;0.00031450205728738613;183.34692472280915;164.02091382213476;179.64589249902124;198.98368691906487
model_1021;sentiment.by_day.csv;50;0.2;2;0.0;regressor;-12.158547315545098;2.353580672265077e-21;228.65490064119038;184.81711184853;209.1147696822317;238.58603451377468
model_1023;sentiment.by_day.csv;50;0.2;2;0.2;regressor;1.5349062145630525;0.12799664384901832;167.35746668765418;160.1336371170847;168.15301492148956;178.74765753495066
model_1025;sentiment.by_day.csv;50;0.2;2;0.3;regressor;2.8419574144852215;0.0054452533930389995;165.58127626117908;163.52587135716487;166.01271768670333;168.526490703382
model_1027;sentiment.by_day.csv;50;0.2;2;0.4;regressor;-5.035916045278285;2.1380786578983838e-06;166.1082230417352;165.07568118446753;165.84084973586235;166.69458136307566
model_1029;sentiment.by_day.csv;50;0.2;2;0.5;regressor;4.84631019291558;4.662611697993112e-06;165.72657422517474;165.65317704050165;165.7559699217144;165.86123817845396
model_1031;sentiment.by_day.csv;50;0.2;3;0.0;regressor;-12.24195352543891;1.563352669461632e-21;230.63623176737033;180.08528721586188;208.49974181154943;236.41965241127826
model_1033;sentiment.by_day.csv;50;0.2;3;0.2;regressor;-18.34911301266899;1.2658955171798218e-33;173.8035577002992;163.66472609499667;168.4428500690866;173.35686249428608
model_1035;sentiment.by_day.csv;50;0.2;3;0.3;regressor;-4.623585525800797;1.1407819317690796e-05;168.40722364060423;165.58228805217337;167.7519308845033;169.982790033868
model_1037;sentiment.by_day.csv;50;0.2;3;0.4;regressor;1.7444754336294728;0.08417972620544795;167.63253654317654;167.16529391674285;167.68877299531977;168.12286831470246
model_1039;sentiment.by_day.csv;50;0.2;3;0.5;regressor;8.080073499771789;1.6166760394893555e-12;167.44342982515374;167.40063379165974;167.4984018723508;167.6163115805768
model_103;keyword_word2vec_predictors.by_day.csv;50;0.2;0;0.2;regressor;14.936124942870332;4.169658585057348e-27;163.73390694746038;163.1222992729895;180.25611550462466;201.9024983558458
model_1041;sentiment.by_day.csv;50;0.2;4;0.0;regressor;-3.229367460709292;0.0016838381179234603;230.24823293378276;197.37010192871094;224.0770598503851;255.76159142935148
model_1043;sentiment.by_day.csv;50;0.2;4;0.2;regressor;-15.580470285982754;2.1921355307997687e-28;172.4168971892326;163.61493198845977;168.09412357453377;173.02723496960056
model_1045;sentiment.by_day.csv;50;0.2;4;0.3;regressor;-2.75082587642548;0.0070692743129894715;168.61987583611602;166.1623328424269;168.2724756326983;170.85834380119078
model_1047;sentiment.by_day.csv;50;0.2;4;0.4;regressor;6.208242529900484;1.25949207196436e-08;168.4124242310883;167.69537123813424;168.84298391936926;170.0800315282678
model_1049;sentiment.by_day.csv;50;0.2;4;0.5;regressor;18.55786273847278;5.302719404348089e-34;168.51224074825163;168.53661699192497;168.64678949581676;168.76910909016928
model_1051;sentiment.by_day.csv;50;0.2;0;0.0;regressor;-0.4657716382916147;0.6424020607033578;170.9575555762804;157.2073646034162;170.60737478917565;184.49201163065803
model_1053;sentiment.by_day.csv;50;0.2;0;0.2;regressor;-3.232479851948242;0.001667351971829735;162.52243630419073;159.477084130356;162.03465750334283;164.27209270123353
model_1055;sentiment.by_day.csv;50;0.2;0;0.3;regressor;-11.763178630028662;1.6494533033194047e-20;162.95161563342378;161.46389945511964;162.34244016141145;163.15500538619523
model_1057;sentiment.by_day.csv;50;0.2;0;0.4;regressor;-5.346538100617496;5.765339262931753e-07;162.65759243178613;161.93594427207083;162.48471175249426;163.02231928245308
model_1059;sentiment.by_day.csv;50;0.2;0;0.5;regressor;1.6431299451302919;0.10352851085125311;162.8205847813911;162.7678326362187;162.82775395651532;162.91195126169737
model_105;keyword_word2vec_predictors.by_day.csv;50;0.2;0;0.3;regressor;28.35865191864045;2.512074353772014e-49;152.39187376277962;162.10842423586502;173.75045586409797;187.1673790056681
model_1061;sentiment.by_day.csv;50;0.2;1;0.0;regressor;-0.9726029859264442;0.33312106262127217;254.92911783854166;218.4471206665039;252.56205973307297;290.1256612141927
model_1063;sentiment.by_day.csv;50;0.2;1;0.2;regressor;-6.5362556703348895;2.7647641587243297e-09;165.50945281982422;159.97452036539713;163.88227905273436;167.8129119873047
model_1065;sentiment.by_day.csv;50;0.2;1;0.3;regressor;-5.265874623935871;8.133785169814668e-07;164.46796671549478;162.35272471110025;163.9215178934733;165.65724182128906
model_1067;sentiment.by_day.csv;50;0.2;1;0.4;regressor;-5.522989624212512;2.691630887805598e-07;164.03650410970053;163.13780212402344;163.803838780721;164.65043131510416
model_1069;sentiment.by_day.csv;50;0.2;1;0.5;regressor;5.798767935657928;7.998539394272425e-08;163.8609619140625;163.7765655517578;163.91396107991534;164.0801035563151
model_1071;sentiment.by_day.csv;50;0.2;2;0.0;regressor;-10.634074066075161;4.547157986407218e-18;244.58340068616366;191.9449408280222;223.83562544973273;254.4385716488487
model_1073;sentiment.by_day.csv;50;0.2;2;0.2;regressor;0.9506176142090507;0.34411352527108474;166.51729832699425;160.33927001953126;166.868091319034;172.84044607062089
model_1075;sentiment.by_day.csv;50;0.2;2;0.3;regressor;-3.9468217155588605;0.00014819898298377667;165.88952363666735;162.0597227397718;165.24180590579385;167.75050546746505
model_1077;sentiment.by_day.csv;50;0.2;2;0.4;regressor;-8.323554912833087;4.840867369378724e-13;165.59334837261;164.0955710160105;165.08539948955334;166.18994052284643
model_1079;sentiment.by_day.csv;50;0.2;2;0.5;regressor;7.788539989804592;6.79143133189913e-12;165.56258504767166;165.50355786775287;165.622865413465;165.74228547748766
model_107;keyword_word2vec_predictors.by_day.csv;50;0.2;0;0.4;regressor;7.172801022478594;1.3529215544096806e-10;165.68382045657364;155.48162220433815;172.55026590266345;187.5921227366654
model_1081;sentiment.by_day.csv;50;0.2;3;0.0;regressor;0.39530103504498815;0.6934712229849931;217.42307687313;180.7811633170919;218.19062277124283;250.01825600482047
model_1083;sentiment.by_day.csv;50;0.2;3;0.2;regressor;-5.074059360393139;1.824208282889122e-06;170.18802042210356;162.35306727632562;168.1965616412873;174.53615748628656
model_1085;sentiment.by_day.csv;50;0.2;3;0.3;regressor;-2.6358612455702546;0.00974365549118739;166.93437259755237;162.85084144105303;166.366868776362;169.88001819367105
model_1087;sentiment.by_day.csv;50;0.2;3;0.4;regressor;-7.12659872753999;1.6890193566848226e-10;167.19198754493226;166.15085910228973;166.85900264821154;167.77695156665558
model_1089;sentiment.by_day.csv;50;0.2;3;0.5;regressor;0.9723369093527721;0.3332527076676799;167.0695128745221;166.8029804635555;167.08892980210322;167.51778444330742
model_1091;sentiment.by_day.csv;50;0.2;4;0.0;regressor;26.624298008561528;6.335778991153689e-47;219.49893926805066;243.58223470052084;279.03411585325836;326.6650882844002
model_1093;sentiment.by_day.csv;50;0.2;4;0.2;regressor;-8.724016565783762;6.588313818373233e-14;172.7476045341902;160.6138909452705;168.75911163248043;176.98800232589886
model_1095;sentiment.by_day.csv;50;0.2;4;0.3;regressor;6.800894974044681;7.973026863572812e-10;165.7715833110194;162.54086467783938;167.91886734172863;172.72784686344926
model_1097;sentiment.by_day.csv;50;0.2;4;0.4;regressor;-8.186650162150782;9.54340692111186e-13;168.26815746676536;166.3643565844464;167.6783360754034;168.74441692393313
model_1099;sentiment.by_day.csv;50;0.2;4;0.5;regressor;4.977456105294748;2.7237323114853527e-06;168.47943287511026;168.32633086173766;168.54126965471497;168.7424798780872
model_109;keyword_word2vec_predictors.by_day.csv;50;0.2;0;0.5;regressor;18.317068357896577;1.4474998526447157e-33;157.06448298631256;158.46050451219696;166.3387127746584;175.2403005423005
model_1101;sentiment.by_day.csv;50;0.2;0;0.0;regressor;4.975907814462537;2.741196538803458e-06;171.0930623774676;160.4151011594792;176.37184218574075;196.0140506705058
model_1103;sentiment.by_day.csv;50;0.2;0;0.2;regressor;-5.2765136747092285;7.773983481915651e-07;163.35636320802354;160.43292574807234;162.65234268872885;164.99759257208441
model_1105;sentiment.by_day.csv;50;0.2;0;0.3;regressor;-7.438597264736779;3.746687995367195e-11;162.98418550393015;161.99300360925417;162.67579903809866;163.34707254532378
model_1107;sentiment.by_day.csv;50;0.2;0;0.4;regressor;5.41906611979047;4.2216182344261755e-07;162.87275716938925;162.72508109967734;162.93581833874248;163.13162825018475
model_1109;sentiment.by_day.csv;50;0.2;0;0.5;regressor;-6.962003021970093;3.710580584403957e-10;162.784268649583;162.70930748379106;162.76071992463747;162.81926577853173
model_1111;sentiment.by_day.csv;50;0.2;1;0.0;regressor;2.6572765319695075;0.009184937965255316;197.6354217529297;176.02012634277344;202.02645823160805;230.97864786783853
model_1113;sentiment.by_day.csv;50;0.2;1;0.2;regressor;-5.615383821922485;1.797908690623369e-07;164.62353515625;159.94931030273438;163.43680328369138;166.95760091145834
model_1115;sentiment.by_day.csv;50;0.2;1;0.3;regressor;-1.8472311256244842;0.06770006235536898;164.03254191080728;163.2358194986979;163.9577099227905;164.64330546061197
model_1117;sentiment.by_day.csv;50;0.2;1;0.4;regressor;-1.2356072091164945;0.21952861452104444;163.81551615397134;163.22740681966147;163.77814259847008;164.2576700846354
model_1119;sentiment.by_day.csv;50;0.2;1;0.5;regressor;0.37457092374433115;0.7087807476103173;163.93580881754556;163.76917266845703;163.9398186747233;164.1303685506185
model_111;keyword_word2vec_predictors.by_day.csv;50;0.2;1;0.0;regressor;-2.6986853715922017;0.008186194745344908;188.90996297200522;166.52166239420572;185.6440081532796;207.9896036783854
model_1121;sentiment.by_day.csv;50;0.2;2;0.0;regressor;3.6915367890270865;0.0003648811616064594;239.0094048751028;203.95288214432566;247.6871875385485;289.53986495168584
model_1123;sentiment.by_day.csv;50;0.2;2;0.2;regressor;3.6386779533055247;0.000437580642158851;165.4462068256579;161.24806149131373;166.92325931027062;173.9959887052837
